block_id,hash,time,size,weight,version,lock_time,is_coinbase,has_witness,input_count,output_count,input_total,input_total_usd,output_total,output_total_usd,fee,fee_usd,fee_per_kb,fee_per_kb_usd,fee_per_kwu,fee_per_kwu_usd,cdd_total
500440,04325699f385adb23e457370cce7ca8beaf151d530fb4d71e02d8464226a232b,12/21/17 20:49,76174,304696,1,0,0,0,488,125,29841213746,5016692.5,29741967577,5000008,99246169,16684.5605,1302890,219.0323,325722,54.7581,3091.706606
500504,5ff6c58e397febb13528fb55e4f8c9760ad471bb17ef5c3190e7aecceb55d091,12/22/17 06:59,70879,283516,1,0,0,0,457,104,27663005264,4494422,27561619420,4477950,101385844,16472.209,1430409.9,232.3989,357602,58.0998,1974.471736
500463,83cd07876d3507be57a68a9d3dd598d998ec783642c687b8f3defd7bf03f86fd,12/22/17 00:44,99441,375012,2,500462,0,1,659,2,601000000,97644.7656,501000000,81397.7188,100000000,16247.0498,1005620,163.3837,266658,43.3241,17.30524596
500473,65f1f6833858ab51dc752ed7c0280267e49800b37a3f3fd15c368ef0bcd2e8cc,12/22/17 02:06,101230,373496,2,500472,0,1,667,1,599675000,97429.4922,499675000,81182.4453,100000000,16247.0498,987849,160.4963,267740,43.4999,22.77234827
500499,5c2b9a28558645f83d9e259ee389d01790c9e057da992bbb64180a5d6ea7d101,12/22/17 06:16,100410,387788,2,500498,0,1,670,1,600000000,97482.2969,500000000,81235.25,100000000,16247.0498,995917,161.8071,257873,41.8968,15.90467264
500523,d7776c08a555d276a63a7820fe83e32b7e03b229f1c4cfd17f67a244f92f585d,12/22/17 10:44,85431,331700,2,500521,0,1,571,1,500000000,81235.25,400000000,64988.1992,100000000,16247.0498,1170540.1,190.1774,301477,48.9811,16.30427134
500546,e15304ea8be11dfedb17e4acb2bcf94947bfeef1a9582cd7b6a8dc24372de160,12/22/17 15:06,73388,293552,2,500545,0,0,497,2,2601000000,422585.75,2501000000,406338.7188,100000000,16247.0498,1362619.9,221.3857,340655,55.3464,3.50384012
500580,d4d92069d22a2207e6f0e75613b9aadc64a4a20bf3e0916f4e4332f1d5fed703,12/22/17 18:52,68969,275876,1,0,0,0,441,110,69969821975,11368032,69871461775,11352051,98360200,15980.6309,1426150,231.7075,356538,57.9269,38.73060901
500431,3cfcb820dc47ab2c04aa1f62d18c4993690e8eeca38cd65a432d265ad2c62d63,12/21/17 18:17,78234,312936,1,0,0,0,488,182,58511263831,9836498,58419117318,9821007,92146513,15491.0166,1177830.1,198.0087,294458,49.5022,1986.192811
500521,53545e53b09253c3c1abf81c7f4de493fc9badecc289ec8e9ffb7008f022b235,12/22/17 10:20,65501,262004,1,0,0,0,416,123,23600000000,3834303.75,23506560141,3819122.5,93439859,15181.2207,1426540,231.7708,356635,57.9427,2501.964171
500439,40481ff9034200c26f27120c273696e1bcc394d21a60835cc0ea3c4b037740f8,12/21/17 20:17,68017,272068,1,0,0,0,423,167,23284523581,3914428.5,23196361746,3899607.5,88161835,14821.1406,1296170.1,217.9036,324043,54.4758,2609.52586
500870,cedc11e4219916ef29e0238d68cedf47fe85b7172c278f984fa7e270507484d0,12/24/17 17:42,78120,183856,2,500863,0,1,464,1,1100000000,162974.3438,1000000000,148158.5,100000000,14815.8496,1280080.1,189.655,543904,80.584,33.48986527
500870,149e4a67cb3b19303a9c5a71bf31f3382b28d7fc8c82fe006cfabf9c18b1d451,12/24/17 17:42,76954,252988,2,500869,0,1,492,1,600000000,88895.0938,500000000,74079.25,100000000,14815.8496,1299480,192.5287,395276,58.5635,18.4999972
500870,9badeabe9802cf02dc7a801fa2d725b3f554efc28a961036408dda0ea2b888a6,12/24/17 17:42,131712,279552,2,500869,0,1,768,1,2600000000,385212.0938,2500000000,370396.25,100000000,14815.8496,759232,112.4867,357715,52.9985,79.96383007
500870,6aca8408986e2b0267e992c85f3205328af693014d0c66429977217f0d13d09d,12/24/17 17:42,97490,282680,2,500869,0,1,605,1,900000000,133342.6406,800000000,118526.7969,100000000,14815.8496,1025749.94,151.973,353757,52.4121,28.17670579
500870,10d9f90fc82dad634b0439fe2c624f102fa31f02a468f19f7bcc660a1ba3795e,12/24/17 17:42,91903,331612,2,500808,0,1,602,1,600000000,88895.0938,500000000,74079.25,100000000,14815.8496,1088100.1,161.2119,301557,44.6782,19.02778283
500870,bb4213f5d51d3079b97267266f4987cca1a0546b641b2991b69ebfe952bee35f,12/24/17 17:42,98790,370520,2,500869,0,1,654,1,600000000,88895.0938,500000000,74079.25,100000000,14815.8496,1012249.94,149.9731,269891,39.9866,18.9396666
500870,2370580b914f5cdd619e886cd9195912102031f5e5a26bc39de9e2ca18dcb358,12/24/17 17:42,158623,376072,2,500869,0,1,944,1,2100000000,311132.8438,2000000000,296317,100000000,14815.8496,630426,93.403,265907,39.3964,66.94249464
500870,fba844d0d97400bca1fcf08f6f4fa0c5d8bf1a647f82dae42b63bfb2550718c0,12/24/17 17:42,101909,387380,2,500830,0,1,677,1,600000000,88895.0938,500000000,74079.25,100000000,14815.8496,981268,145.3832,258144,38.2462,17.99465315
500439,a00a0cc65bcc13f8b449ecc3037ccb655b0d440fb9e814c989d125d42d96d39c,12/21/17 20:17,66981,267924,1,0,0,0,413,180,22091361470,3713842.75,22004666550,3699268,86694920,14574.5332,1294320.1,217.592,323580,54.398,2483.885488
500546,196eea8f48327a7644d34fc4e77ed03e42bddc0ae1971e51796690b70f75a77d,12/22/17 15:06,63355,253420,1,0,0,0,374,244,18110062995,2942351,18020688551,2927830.25,89374444,14520.71,1410690,229.196,352673,57.299,1964.252295
500433,f6d34702fecf27b2c86f4e5c4c9523a7384b3dfdf44921e9bde747ee09b95654,12/21/17 18:48,66608,266432,1,0,0,0,394,251,25009453279,4204411.5,24923742228,4190002.25,85711051,14409.1328,1286800.1,216.3273,321700,54.0819,1896.650189
500434,81423b3f73c953d538a64ae63fb47893d82efd4b6c4e832b5a243c974898ade8,12/21/17 19:01,65584,262336,1,0,0,0,402,187,20875700860,3509474.5,20790771499,3495196.75,84929361,14277.7207,1294970,217.7013,323743,54.4254,2147.438542
500546,6bd1a960eaddafd9df649c860c38971425528a5c82a3aa51ccc1eedfacc1e0d3,12/22/17 15:06,61045,244180,1,0,0,0,357,251,16788826524,2727689,16702792180,2713711,86034344,13978.043,1409359.9,228.9793,352340,57.2449,1650.608984
500521,08ca1e3b8b2628956583e3aca76cd61090c389626c65846f2f0cd9d8346187a0,12/22/17 10:20,60336,241344,1,0,0,0,373,157,19113004822,3105299.5,19027358478,3091384.5,85646344,13915.0039,1419489.9,230.6252,354872,57.6562,1777.651694
500421,7c6112cbca8d2a7d814cde2ad2509dd689dfce717d79931a62f9a1c1b2f309a4,12/21/17 16:43,63759,255036,1,0,0,0,376,241,52109106589,8760213,52027241369,8746450,81865220,13762.5986,1283980.1,215.8534,320995,53.9634,18.47679401
500446,8a703754fc64714e742e18464d3a102e755b4d5edbe526989aae06d6fc84778b,12/21/17 21:47,57000,228000,1,0,0,0,375,49,22462454317,3776228.25,22380886484,3762515.5,81567833,13712.6045,1431010,240.5721,357754,60.1431,1483.141552
500440,b72e5b052455fa549bae2a34744ce9138205c8017d46e55c396bf0556c29f0e8,12/21/17 20:49,62327,249308,1,0,0,0,381,183,21646004428,3638972.25,21565411014,3625423.5,80593414,13548.792,1293070.1,217.3824,323268,54.3455,1812.798909
500546,77d673e3858da4dabf5dcf0d157686062d24f4e9059a6ff0ab492fd9bf7e6997,12/22/17 15:06,56867,227468,2,500545,0,0,385,2,584438705,94954.0469,501166377,81424.75,83272328,13529.2969,1464330,237.9112,366084,59.4778,1.047057203
500548,78dca1cbc89d40b0a84cad8f7921276c9fbe6f3c79f35d4cddec9b5410204a2f,12/22/17 15:17,74830,299320,1,0,0,0,507,1,1613555066,262155.0938,1531117226,248761.375,82437840,13393.7168,1101670,178.9886,275417,44.7471,48.40600569
500548,26bc4b241dec63f3db58ece34bcb13c8978063d3cf12075fbae9274f2aa118e9,12/22/17 15:17,74831,299324,1,0,0,0,507,1,1936949824,314697.1875,1854511984,301303.5,82437840,13393.7168,1101650,178.9863,275413,44.7465,59.68003772
500539,ee6b67e0e508a7f3323465d2fa51d2d72ca2a1e610ffbd0002d59b989c3e7dc8,12/22/17 13:56,74822,299288,1,0,0,0,507,1,6621131949,1075738.625,6538769189,1062357.125,82362760,13381.5186,1100780,178.8448,275196,44.7112,191.8861391
500539,a7b5ac8c75cd838f26077fc8de45fb22955f39f85f8a113407eea5dbf550ed76,12/22/17 13:56,74830,299320,1,0,0,0,507,1,10271635139,1668837.625,10189272379,1655456.125,82362760,13381.5186,1100660,178.8256,275166,44.7064,276.4331176
500540,2aa19194d5dc86b053e4c1b097e7b3c82bd4a4a1937f3adf67e145cfd7462f18,12/22/17 13:58,74845,299380,1,0,0,0,507,1,8271178052,1343822.375,8188815292,1330440.875,82362760,13381.5186,1100440,178.7897,275111,44.6974,252.4969397
500407,a5ea201e11e83d5cbc204eef2b59ec5af56359bd79385eee9cc9cf83cbee44c0,12/21/17 14:49,67385,269540,1,0,0,0,419,166,23666365306,3978621,23587209790,3965314,79155516,13307.0625,1174680,197.4782,293669,49.3695,1355.816023
500406,21f086e3e3803eee938fbe893339312cfbb4398816b730a4503043c75841e59d,12/21/17 14:04,66701,266804,1,0,0,0,415,160,53920366249,9064709,53842145970,9051559,78220279,13149.8369,1172700,197.146,293175,49.2865,85.31015492
500511,78f5933449cd0f1295206f1108a508ef9b7e7b60dfc1cea609029a27ed8e582f,12/22/17 08:33,56386,225544,1,0,0,0,354,124,17400000000,2826986.75,17319726671,2813944.5,80273329,13042.0479,1423640,231.2993,355910,57.8249,1689.383238
500431,46ecd6b1f53466ee888b5723d808145cf03d2a2e26692423d3f59151d93f1ce2,12/21/17 18:17,66230,264920,1,0,0,0,392,251,19339419924,3251205.75,19261930335,3238178.75,77489589,13026.999,1170010.1,196.6933,292502,49.1734,2050.501512
500548,dff21ba7c3ca53aabb612f9b9b010fd8b84fe4b6b98e0ea09f4c279be7f61a9a,12/22/17 15:17,70848,283392,1,0,0,0,480,1,2236237559,363322.625,2158187327,350641.7812,78050232,12680.8604,1101660,178.9869,275414,44.7467,67.24891387
500543,8495eb0022c68672e2ebf04813baa8f372d3b02fe89fc5e31e07446a08cfcfed,12/22/17 14:16,55474,221896,1,0,0,0,319,251,21812346537,3543862.75,21734402564,3531199.25,77943973,12663.5957,1405049.9,228.2798,351264,57.07,1074.938202
500547,ceb49fdf1b4f74308c176c9abd744126315586d6f2c88bd3c53874a76119c73d,12/22/17 15:15,54721,218884,1,0,0,0,314,251,16901015548,2745916.5,16824137879,2733426,76877669,12490.3535,1404900,228.2551,351226,57.0639,988.5302008
500295,5058332aeb7b6817b78cdf7e36b65640d977e20641aac21ac95a042336a70b8d,12/20/17 17:31,70160,280640,1,0,0,0,418,251,29118322735,5320852.5,29050828416,5308519,67494319,12333.3789,962006,175.7894,240501,43.9473,124.9282335
500546,fc15b727ba8b2fccde25fe476dffd170597fa02ed44b73c90e54749d3575a3e3,12/22/17 15:06,51708,206832,2,500545,0,0,350,2,592696175,96295.6406,516983710,83994.6016,75712465,12301.042,1464230,237.8943,366058,59.4736,1.527172174
500440,44bf3d1e27096cd403af7801bfbb81fc7c1f78e99e03d575e7d4c704569a7dc1,12/21/17 20:49,55775,223100,1,0,0,0,321,251,13115448811,2204876,13044021465,2192868.25,71427346,12007.8574,1280630.1,215.2911,320158,53.8227,1246.599464
500407,ba9e9b413e2c1780af032e4b11d31ae2de2a387f01f8acef1a76c431cf0944f4,12/21/17 14:49,59577,238308,1,0,0,0,366,166,18931230443,3182583.75,18861396658,3170844,69833785,11739.959,1172160,197.0552,293040,49.2638,134.1591627
500433,7ab280d2330148578ce2bcfbe5ed36fb8c9bbc0ef91402cdeab8dfeb33b9ebb5,12/21/17 18:48,54458,217832,1,0,0,0,312,251,11750343861,1975384.25,11680569413,1963654.25,69774448,11729.9844,1281250.1,215.395,320313,53.8487,1195.669594
500422,13fead24249a05a783182096f907a4962ae5551c48a533836396e3df5f7f3053,12/21/17 16:57,53952,215808,1,0,0,0,323,188,14127692598,2375047.25,14058052360,2363339.75,69640238,11707.4219,1290780.1,216.9969,322695,54.2492,433.057233
500546,6cf617674af34e44b26979ef3fff70b1fdb7f33128fc139c922b9088a493a582,12/22/17 15:06,51091,204364,1,0,0,0,289,251,12619542906,2050303.375,12547988996,2038678,71553910,11625.3994,1400520,227.543,350130,56.8858,155.3143522
500499,bea4b6a21c1d82e35820d56e9d12c70f7b8208a54ceb0fb2b3d7f8db3120eda4,12/22/17 06:16,50285,201140,1,0,0,0,311,132,18504191335,3006385.25,18432755274,2994779,71436061,11606.252,1420620,230.8095,355156,57.7024,56.7822413
500510,11aa91ee98de6628ec822e181018105c6706d0989865f73f3a2e21b76d46d40e,12/22/17 08:29,50077,200308,1,0,0,0,309,134,22794339051,3703407.5,22723243546,3691856.75,71095505,11550.9219,1419719.9,230.6633,354931,57.6658,692.1018091
500510,9986577b3b45a0f80936d4ceace3a9b1dffb457e83ecaaba7174e9d8aa363ad5,12/22/17 08:29,50179,200716,1,0,0,0,284,245,27812589551,4518725.5,27742375343,4507317.5,70214208,11407.7373,1399270,227.3409,349819,56.8353,456.4722109
500524,b8c27eac5cd1e18d99e19629f520ca2b4dc52fc5e26bdbbdaf7f60a9bd9a0ba4,12/22/17 10:46,71553,286212,1,0,0,0,462,101,1264541056,205450.6094,1194444736,194062.0312,70096320,11388.584,979642,159.1629,244910,39.7906,202.495601
500431,ccdf04f9130d4c4d554897aeec92334d2b4e44f0f10a7180d940c9809413a9b9,12/21/17 18:17,57975,231900,1,0,0,0,336,251,13844565304,2327450,13776960119,2316084.5,67605185,11365.3027,1166110,196.0379,291527,49.0094,1459.340121
500407,f9d380e8430b6bdec2a7409433c42363f143d4b4b892b8e2cb91de45fe4819c7,12/21/17 14:49,57856,231424,1,0,0,0,335,251,19832614648,3334118.25,19765453664,3322827.5,67160984,11290.627,1160830,195.1505,290208,48.7877,62.06531598
500443,6e8f50142f5c0e5621502f94110e76b711b61633a1ae68c7f949597501cd8135,12/21/17 21:26,47208,188832,1,0,0,0,288,141,10374435248,1744076.25,10307672096,1732852.5,66763152,11223.7461,1414230,237.751,353558,59.4377,999.7678979
500520,b9059fb17cd0958051f54703340b13bdb8b79e7f5e5fa5b2005f81174b1d46d1,12/22/17 09:37,48530,194120,1,0,0,0,301,121,17032842348,2767334.5,16963965878,2756144,68876470,11190.3945,1419259.9,230.5872,354814,57.6468,526.4613258
500528,297a874c3020fe3e198ce19f4973b403e3c0aaebadc3f609a4158def628fc539,12/22/17 12:11,48385,193540,1,0,0,0,294,150,17187997207,2792542.5,17119437027,2781403.5,68560180,11139.0068,1416970,230.2161,354243,57.554,97.87798196
500539,6f26f0aabad952ee107975b6b0d84cbcb27fb76139bf96712dafd37f3f7bc942,12/22/17 13:56,48402,193608,1,0,0,0,283,198,15399172960,2501911.25,15331016550,2490838,68156410,11073.4062,1408130,228.7799,352033,57.195,102.7681505
500463,7aeb21ac5c6105fe7f44df6867ed78d0eb093a81c85e695cffe3524b5da512bb,12/22/17 00:44,61282,231136,2,500462,0,1,406,2,367878555,59769.4102,300215895,48776.2266,67662660,10993.1865,1104120,179.3869,292740,47.5616,12.37076797
500463,f42792e2012f1551bc344111055aca51e13c7012fc27ca44f7708b9386ad087b,12/22/17 00:44,61111,228848,2,500462,0,1,404,2,367864432,59767.1172,300880966,48884.2812,66983466,10882.8369,1096100.1,178.0831,292698,47.5548,10.96031006
500463,95294e0fc1888d8794e5829805ee3aea405e4748a1000128ed780586b99961f6,12/22/17 00:44,61132,228928,2,500462,0,1,404,2,367222701,59662.8555,300239235,48780.0195,66983466,10882.8369,1095720,178.0219,292596,47.5382,11.92286807
500436,32e81dcd1cd31f9b093fde48ca6d283f57ed8877add1c69201dae91b129dbbff,12/21/17 19:14,50105,200420,1,0,0,0,299,176,21281464432,3577688.5,21217006858,3566852.25,64457574,10836.1494,1286450,216.2688,321612,54.0671,558.173464
500548,6a80485a70995b03b183bc35d6664ed3bb2a1db53fab8d9a564df15ff859d36f,12/22/17 15:17,60521,242084,1,0,0,0,410,1,2231389537,362534.9688,2164714585,351702.25,66674952,10832.7129,1101680,178.991,275421,44.7478,57.43801463
500439,c15b2989bdf22e4ac9bbdb4ed25d9b5224700c5f52222e3874576dd0437efe04,12/21/17 20:17,49655,198620,1,0,0,0,308,125,11707578261,1968194.875,11643267743,1957383.375,64310518,10811.4268,1295150,217.7309,323787,54.4328,1364.480808
500518,3f730e06a7278d4d2ae81c48c8ae368b96673242e41fb8d6d736d5b1e50123b8,12/22/17 09:20,46475,185900,1,0,0,0,291,103,17743266881,2882757.5,17677240066,2872030,66026815,10727.4092,1420700,230.821,355174,57.7053,4.608739588
500535,203b4609169c81837bef858ea733e0a0503393f29fbf1a7693d040b557903464,12/22/17 13:14,67110,268440,1,0,0,0,432,101,2144571611,348429.625,2078808731,337745.0938,65762880,10684.5283,979927,159.2092,244982,39.8023,212.6631591
500504,3a16fa6347bc8d06f335a06fdbe8a7759d7f74b0b2266b2e9d116e796f1bcbc9,12/22/17 06:59,46230,184920,1,0,0,0,284,125,28378590491,4610683.5,28313182166,4600057,65408325,10626.9229,1414849.9,229.8707,353711,57.4676,8.852910884
500363,c4ed790a04143c9ce896f2113a284c5baac98d03f73c07f369b7cf8a9cffb435,12/21/17 06:23,58384,233536,1,0,0,0,359,161,22373685785,3761305,22311179580,3750797,62506205,10508.0986,1070600,179.9825,267651,44.9956,53.31384099
500441,b220eb292b38a81e6d81a8c8d19ceba80bcf50ad87401041e7c3b8de53fdeaf1,12/21/17 21:18,44234,176936,1,0,0,0,271,123,11109373524,1867628.875,11046940926,1857133.125,62432598,10495.7246,1411420,237.2772,352854,59.3193,607.124776
500494,3a398635e1002c7811f1eda8d1e714d738e5a0bac0d4c46894c03a55cda24a1c,12/22/17 05:17,75578,302312,1,0,0,0,482,2,30065187240,4884706,30000731740,4874234,64455500,10472.1172,852834,138.5604,213209,34.6402,1617.586155
500294,220bc8614b98870bc760f7301e5c1e0c913c729c862fae3fdca22ea117beabaf,12/20/17 17:18,59492,237968,1,0,0,0,346,251,25434499332,4647699.5,25377455374,4637276,57043958,10423.7627,958851,175.2129,239713,43.8033,81.78969608
500539,990b0394b7d8bc1360b4f1ade6a0b650eb3061c98a42eb214f93e36ac73b5d3b,12/22/17 13:56,57566,230264,1,0,0,0,390,1,10297069192,1672970,10233702084,1662674.625,63367108,10295.2852,1100770,178.8431,275193,44.7107,272.3033279
500366,be5db3709e9a9268e97e780783238fbaa6c5080936292ce662b18917e9e96fed,12/21/17 06:48,52289,209156,1,0,0,0,325,124,17615735691,2961432.25,17554549347,2951146,61186344,10286.2129,1170160,196.7185,292539,49.1796,77.52403476
500583,dba515f5bcaa7e1562065d0bf5fd00d60f87c60219bf946214d9da7e56373afd,12/22/17 19:20,43977,175908,1,0,0,0,287,48,11376866467,1848405.125,11313806919,1838159.875,63059548,10245.3164,1433920,232.9699,358480,58.2424,9.07442014
500585,9550c31be9a6b4110155ba56e63cb4ee1699edf5dcbffabf6999696a687080f3,12/22/17 19:21,43913,175652,1,0,0,0,287,45,18170179103,2952118,18107239657,2941892.25,62939446,10225.8027,1433280,232.8651,358319,58.2163,8.299701278
500275,fccdaecb7f21dba2e41cde0e518feceb8aa75eb42442ebe73840087cc96a7ead,12/20/17 14:51,63695,254780,1,0,0,0,374,251,29346678567,5362580.5,29291044296,5352414.5,55634271,10166.168,873448,159.607,218362,39.9017,106.8111433
500362,9bdd11192edb7be40b16d50b919a2129a775be7922150ef19a4a68f8af77cd97,12/21/17 06:00,56545,226180,1,0,0,0,347,156,45229091061,7603593,45168668077,7593435.5,60422984,10157.8828,1068579.9,179.6424,267146,44.9107,51.627999
500445,8659f08757a3f687e285d170f1c4c5945e8eb62aecc8bf2b94cad5ad9fea5a72,12/21/17 21:42,66333,265332,1,500432,0,0,256,1,3552212991,597172.8125,3491793772,587015.5625,60419219,10157.25,910847,153.1251,227712,38.2813,7.05236284
500492,46fbd4a23fc85bf27c1b6513968db27e24de246c5879ea55028e8221101e0fed,12/22/17 05:09,43519,174076,1,0,0,0,265,132,14207904885,2308365.5,14146270464,2298351.5,61634421,10013.7754,1416260,230.1013,354066,57.5253,49.58495288
500410,028b71dc56cdcdd9515e331438656a9f40fc0214e2ca4db8e4d5c48d0248693f,12/21/17 14:58,50717,202868,1,0,0,0,314,131,13180414284,2215797.5,13120882697,2205789.5,59531587,10008.0273,1173800.1,197.3309,293450,49.3327,1193.61269
500362,747d56c0aae2b41853bdbb70f91d1df540f242f976fe79ac3d37ff4103f34a11,12/21/17 06:00,55584,222336,1,0,0,0,344,142,23247310610,3908172.5,23187791709,3898166.75,59518901,10005.8945,1070790,180.0139,267698,45.0035,54.19404804
500441,342fa2b9d4ee6212139f0cf3aeec753b9b4d5a7cb3400ff5a1a1b65c78deb51f,12/21/17 21:18,42056,168224,1,0,0,0,257,123,7154488223,1202761.75,7095028885,1192765.875,59459338,9995.8809,1413810,237.6804,353453,59.42,503.9232583
500356,f26e413fd628c366c9e1039c34b92b56faa554d4d29e4b6efd26a607b8c2e818,12/21/17 05:14,50581,202324,1,0,0,0,314,127,24026828074,4039219.5,23967434617,4029234.75,59393457,9984.8057,1174220.1,197.4024,293556,49.3505,62.22443138
500541,1fcbd97f124e3af9a34296738981a9528a09b3a21c2d2c097edaa97db8b323ff,12/22/17 14:02,43114,172456,1,0,0,0,266,115,7583462995,1232089,7522246819,1222143.125,61216176,9945.8223,1419869.9,230.6867,354967,57.6717,726.0872651
500505,c9edc06c5454b8eaeac90ffe1ac11812e691aa6ea77b08b4ef9805564867ab67,12/22/17 07:19,42964,171856,1,0,0,0,266,111,8589168599,1395486.5,8528150058,1385572.75,61018541,9913.7129,1420220,230.7447,355056,57.6861,693.1534642
500439,ce8cdd894a4c4b4130f0535e3f71d2e4b6dc41b73792fea3dc66d1a683b18c66,12/21/17 20:17,45815,183260,1,0,0,0,270,178,10789329784,1813825.375,10730462294,1803929,58867490,9896.3838,1284900.1,216.0076,321224,54.0019,134.1838113
500441,719d6c67a8f0b137c5017aa7e032fa427b77b9a19396ad4f26ecb723d71dfc08,12/21/17 21:18,45567,182268,1,0,0,0,276,144,8809351588,1480965.5,8750559218,1471081.75,58792370,9883.7549,1290240.1,216.906,322560,54.2265,842.574019
500433,7b83adf79f2c9bcf6aeebe721d657fe16c8451876820498fef802bbfa277bbe8,12/21/17 18:48,45908,183632,1,0,0,0,254,251,11559722222,1943338.375,11501217899,1933503,58504323,9835.3311,1274380.1,214.24,318595,53.5599,395.8127623
500275,77ff8c6c44f3df2989d607e67891cd86742d84326cc7c12ea06335563ba293f3,12/20/17 14:51,61563,246252,1,0,0,0,360,251,30937415318,5653259,30883651938,5643435,53763380,9824.2959,873307,159.5812,218327,39.8954,129.363307
500407,55c48ee60a77867e4cda6724ed63b3bce18fe364c51eaabbbeecf296e1ab03eb,12/21/17 14:49,49552,198208,1,0,0,0,311,109,12850195824,2160283.5,12791918730,2150486.5,58277094,9797.1309,1176080.1,197.7142,294020,49.4286,133.4504925
500486,0503968e05caa58502f0fc59b5392dcb31404ecf50d2de345727dde5298d796c,12/22/17 03:46,42999,171996,1,0,0,0,241,221,18502539033,3006116.75,18442464950,2996356.5,60074083,9760.2666,1397100,226.9882,349276,56.747,9.958071922
500440,e4fefc6b3dab4c6037737bf911ed3e8ca2762124d658216176f27119098975fc,12/21/17 20:49,44946,179784,1,0,0,0,272,143,8357091817,1404934.875,8299112255,1395187.75,57979562,9747.1113,1289980,216.8628,322496,54.2157,747.7569763
500455,54c7e944206cd9eff22da24cad51a5408189b2618159ed8c0f6809631f9a7d37,12/21/17 23:21,41013,164052,1,0,0,0,248,132,13140181269,2209033.75,13082242884,2199293.75,57938385,9740.1895,1412679.9,237.4902,353171,59.3726,6.410665649
500522,11154c87560aaaab68d84f8648923e855542f9ea2314a50a89246b48d9cd67c0,12/22/17 10:36,42010,168040,1,0,0,0,263,96,9539434306,1549876.625,9479627760,1540159.875,59806546,9716.7988,1423630,231.2972,355907,57.8244,488.7512241
500499,037f78a697951ad6f1bc3f643e0b54f9dd9d9784df4fef82e6686673c3cf6615,12/22/17 06:16,41958,167832,1,0,0,0,260,107,8684577571,1410987.625,8624994805,1401307.25,59582766,9680.4414,1420059.9,230.7174,355014,57.6793,48.6755257
500507,f270cd59bb525ff0c27847602e091bf2c7a0cfa63682eba34b24fd2b8fde3194,12/22/17 07:48,41826,167304,1,0,0,0,240,188,21236422436,3450292.25,21177849142,3440775.75,58573294,9516.4326,1400399.9,227.5243,350101,56.8811,205.1732111
500441,99b8c5fba9ecc797cdf90dc90bb75592c3d4b82c8a5dce09fe6fb2f1ce98a0d1,12/21/17 21:18,39620,158480,1,0,0,0,254,64,6776467586,1139211.5,6719999108,1129718.5,56468478,9493.0791,1425249.9,239.6032,356313,59.9008,554.2044145
500546,068a7571a133358d4d73f15aec9b06347b84fc875e9ea89d8922ed3507f77f4a,12/22/17 15:06,41935,167740,1,0,0,0,227,251,11564127965,1878829.625,11505776804,1869349.25,58351161,9480.3418,1391470,226.0723,347867,56.5181,4.448418766
500484,46edfa8890670fcfe40c23a15783449601b3d0a6c3788b5fd3ba355915e29aa8,12/22/17 03:26,41409,165636,1,0,0,0,244,161,36031441007,5854046,35973133374,5844573,58307633,9473.2705,1408090,228.7732,352023,57.1934,12.49930456
500499,544e809e5e03f59bd9f5bdbcacb229b018311e223811de961d38f80b92d6463b,12/22/17 06:16,40720,162880,1,0,0,0,265,48,8555112036,1389953.375,8496823831,1380483.25,58288205,9470.1133,1431440,232.5666,357860,58.1417,50.09668271
500507,1abfc5b4c27bf838e1a1ebc52a4e2744847de94b9b5adddd1aa7dd422d8c475e,12/22/17 07:48,40571,162284,1,0,0,0,247,124,9666561366,1570531,9609055727,1561188.125,57505639,9342.9697,1417409.9,230.287,354352,57.5717,245.9050435
500521,a6fa1ab20ffd5626ef9be368c693b3262c80645289c33e73542f0ad4e78f2e75,12/22/17 10:20,40429,161716,1,0,0,0,252,97,7191734921,1168444.75,7134243782,1159104.125,57491139,9340.6143,1422030,231.0374,355507,57.7594,629.2223202
500613,02d783d93d3e6057df3e6c6891c37d2d08a3076ea564e838d4a11cabe6182c05,12/23/17 00:19,47488,189952,1,0,0,0,304,79,17564277351,2408192.5,17496309790,2398873.5,67967561,9318.8555,1431260,196.2361,357814,49.0589,18.82068761
500889,2c8b4a3a09105f19208941d127efb8856c8cb5112518e06c395988e8028750a2,12/24/17 21:15,63904,255616,1,0,0,0,433,1,2500855809,370523.0312,2438358226,361263.5,62497583,9259.5479,977992,144.8978,244498,36.2245,3.272516869
500352,8b7570157297e57f07acff29f3f67888ea4cd875745ec98945e568e88b3e3392,12/21/17 04:22,46919,187676,1,0,0,0,290,122,25671621950,4315730.5,25616608567,4306482,55013383,9248.459,1172520,197.1154,293130,49.2789,64.5074428
500493,e007ee61db58db16524d171988edabe588759e91e406033f53cf52027b760fc1,12/22/17 05:17,39837,159348,1,0,0,0,256,61,10346644316,1681024.5,10289762760,1671782.875,56881556,9241.5752,1427859.9,231.9846,356964,57.9961,47.4357323
500482,a743858eb678cc6ac7e79b63c83fcafd23bada2ab6d697c975f971d2a19dc76d,12/22/17 03:08,40543,162172,1,0,0,0,239,152,28040754064,4555795.5,27983882212,4546555.5,56871852,9239.998,1402749.9,227.9061,350688,56.9765,11.38557161
500422,7decb40cbb71725ba08a38cc61b2c05a5bf7abbf879c7e84e50528187460e294,12/21/17 16:57,42777,171108,1,0,0,0,247,188,15506063862,2606769.25,15451200060,2597546,54863802,9223.3125,1282550,215.6139,320638,53.9034,285.2942714
