Block_ID,Hash,Date,Time,Size,Weight,Input_total_usd,Output_total_usd,Fee_usd
278341,b91b343bcd7a780e1e56ad93ab04fbc195d14eb6bf1785715fd7ea6d49bb06a1,2014-01-03,2014-01-03 01:23:18,3933,15732,8778.86,8774.83,4.02515
278341,1b208146b0fb2ad63a847f4d4fae6d2d2c30f42bc552d489da3ad08d6a03e9b1,2014-01-03,2014-01-03 01:23:18,406,1624,78.2266,70.1763,8.0503
278341,37da42848fa560ddb41fcfd0046429659d469644d9d7a8b53158cecd5eb83632,2014-01-03,2014-01-03 01:23:18,258,1032,110.597,106.572,4.02515
278341,a7b4dc4cb6b0737f5ca4d76124f4dd5a6658f6424e1d4b954ae36fb87911b438,2014-01-03,2014-01-03 01:23:18,8100,32400,214960,214951,8.45282
278341,e36805ebeca2669eea5fb9c0c29c76779e83f6fbc5ad86b55144f6516b8ea1d4,2014-01-03,2014-01-03 01:23:18,5296,21184,2318.49,2314.46,4.02515
278342,344c5bebb32373112dc08273e20674666d60c4df012c208ff4db2385a8530ac8,2014-01-03,2014-01-03 01:37:18,12955,51820,3240310,3240310,1.44905
278342,e539426e6908be7e91d752799445d35fa393e3185081efd7ae8e9c63d0bf3510,2014-01-03,2014-01-03 01:37:18,3484,13936,4126.16,4122.94,3.22012
278342,a41e38db671f652becdce38ee8e838a093c37b0d5f4b6d67f0b685b304f214f1,2014-01-03,2014-01-03 01:37:18,192,768,96.6036,88.5533,8.0503
278342,4fc05b78db7e79f7fcfcf924f15be9a7cb859530aadaab38196f3d0b92c22b4e,2014-01-03,2014-01-03 01:37:18,1419,5676,8369.76,8367.34,2.41509
278342,32db8af551545c0906174b6d0b889065ac435f4181819eb8fe19fd670cba5f57,2014-01-03,2014-01-03 01:37:18,8751,35004,230.27,228.821,1.44905
278343,976a1788d3c6bb1e615597c22069832419528ed19db73588413ac0f11bf8910c,2014-01-03,2014-01-03 01:36:04,6563,26252,429.744,428.617,1.12704
278343,5d2f7f8d4eb21ea566c34ffb7d1f8b493063787b9ad3191f473fe0e8d0479752,2014-01-03,2014-01-03 01:36:04,16276,65104,1304.79,1302.05,2.7371
278343,5438dde73cca3646148f830e684c79097b6211ce40521d8510b0dd13c7bfffd4,2014-01-03,2014-01-03 01:36:04,28355,113420,2705.28,2702.06,3.22012
278343,31d88576bb9840f7b1a3b0b39d2c66f77b1889edd2ba788ca452992a2222da71,2014-01-03,2014-01-03 01:36:04,24194,96776,70163.1,70160.5,2.5761
278343,862e25ca321e591130c2e31ae9f4caeee5e08a14fb4634efa6f73f268e040e67,2014-01-03,2014-01-03 01:36:04,17554,70216,7773.45,7771.84,1.61006
278343,c52c7f444b52bfbbf1406e90c42ccfb91b002366087b586e4f34c60b685f8569,2014-01-03,2014-01-03 01:36:04,19659,78636,342.726,341.116,1.61006
278345,21f5ce8310645d08c52a023827fe14de27f5e3d76adb4b19eb4349e838f1ef90,2014-01-03,2014-01-03 01:58:43,258,1032,405.42,403.81,1.61006
278345,08aba18b0be4c3e00df8a14c152e03aad1a85ec6c7a97635c0021813902509f7,2014-01-03,2014-01-03 01:58:43,2378,9512,15129.4,15123.4,6.03773
278345,a6c8180e5f41be7c526e6d8d7f0392966234800097c2dcb7a3f593a480c56039,2014-01-03,2014-01-03 01:58:43,2910,11640,11599.2,11594,5.2327
278346,939ec8405e01503c2c4888a2a5c7170bd4875d93886081ab077f529143931131,2014-01-03,2014-01-03 02:22:14,736,2944,6707.33,6699.28,8.0503
278346,c3afea5a7410de714e0ba6e5654e8c17fce1bafa8bfa8f9274822318b9cd4a71,2014-01-03,2014-01-03 02:22:14,785,3140,113.455,112.247,1.20755
278346,c7b03ef07cac85e0460eb507eaf2f172431625263e9ec189ad811789c505323d,2014-01-03,2014-01-03 02:22:14,1112,4448,37.3364,36.1288,1.20755
278346,a44d33d354f1939f43b147e06b313479f2afc9331a20930b8e069cc438d3693f,2014-01-03,2014-01-03 02:22:14,27830,111320,805060,805030,30.1886
278346,59f2d797e7cba76e1e31c1af2d6c32fe998d28e7292a0ac12953ea64ff093a5d,2014-01-03,2014-01-03 02:22:14,43695,174780,402538,402515,22.9434
278346,0fbd035f3ae97bb518a0e650ff29c05c61e568ebbb3ad53c3dcb2dd33455b0aa,2014-01-03,2014-01-03 02:22:14,8349,33396,2021.03,2017.41,3.62264
278346,d636e82b3b32ac29ccaf8d0757f74554f50d8bea2c93f3429cfe396f7c3e2885,2014-01-03,2014-01-03 02:22:14,11755,47020,6470.14,6465.31,4.83018
278348,1b0874d7d6f218c1eabd5d5d411bf8fff834080bf700946d76e9bfd6d18f75f6,2014-01-03,2014-01-03 02:57:20,373,1492,177.823,169.772,8.0503
278348,b403783cf6e7ce565d5ddb7b282b14342e4ccab130fa4f7e68b5c06627202eae,2014-01-03,2014-01-03 02:57:20,226,904,19.7603,15.7352,4.02515
278348,b647bab539a2041d693d7ae216654986bebd01121084bc678ecd0823c97bfe5d,2014-01-03,2014-01-03 02:57:20,2215,8860,924.858,922.845,2.01258
278348,b52288dbb698386bc246dac114e64542b4d1b42ba00323d409590ad6a8319aab,2014-01-03,2014-01-03 02:57:20,5392,21568,8083.49,8080.27,3.22012
278348,1019897aec670625494a79d77c6711b3f46c727963d817c102a36ecda2c97345,2014-01-03,2014-01-03 02:57:20,4046,16184,217.358,215.346,2.01258
278350,fa4d6fe06f8e6a3a6381a610f1b1e950862ebcd986678d4a66f344ca6fb95c4c,2014-01-03,2014-01-03 03:02:27,6317,25268,81154.1,81151.2,2.81761
278351,84a4e01ae260fee29f61897b53ca48db91a89a7727c1081cd6a85b2695db162d,2014-01-03,2014-01-03 03:06:53,2422,9688,6411.92,6410.31,1.61006
278352,0962166da7e6030ba3fba542ddde4caf78e16ada378f768c924355f4638a8afe,2014-01-03,2014-01-03 03:10:04,5114,20456,113531,113526,4.83018
278353,0464213625f762cbb493dc15e1960f530dfd58cb93b1eb0a53096deb3c3a955c,2014-01-03,2014-01-03 03:21:20,24500,98000,26576.1,26574,2.01258
278354,bd86c5753789ef085dbf8c6bddb8580822cfb7304dd323c40b0ece430a1c3b3b,2014-01-03,2014-01-03 03:43:02,225,900,100.629,92.5785,8.0503
278356,06f9a257938c3b11df06f92b138eaabe5ce21126ba62957183d757b66f302bf3,2014-01-03,2014-01-03 04:08:44,225,900,113.788,112.178,1.61006
278356,fa3a92a5271794ade7a04a1d874e5394b4165d9086d18f04cf8074b899f5d694,2014-01-03,2014-01-03 04:08:44,3632,14528,4411.91,4410.3,1.61006
278356,3693abdd54c4324dc9e719622372f4111be00c22b71b7b053c0894003dbe8ab8,2014-01-03,2014-01-03 04:08:44,5874,23496,166016,166015,1.12704
278356,dd3f4d8e3b0062620b11c8d93b13cc421faa23068b103f42497f40c6af36e9d6,2014-01-03,2014-01-03 04:08:44,9108,36432,165043,165042,1.61006
589415,6c42ae3f7c09148b0e6a58a331f7cd7643013cf70bf67ace6a4c4c31585d0464,2019-08-10,2019-08-10 02:37:39,192,768,383.257,359.524,23.733
589415,bf86bad0975524a24613e757313c3f6a8c2726da86e202a6c6dcdd0f428577b4,2019-08-10,2019-08-10 02:37:39,1850,7400,2337.92,2120.51,217.406
589415,2db245719c0f5543a41b90fe2e0f9704a9dc1a62449298bc69f4c5b97d769f09,2019-08-10,2019-08-10 02:37:39,224,896,61200.3,61186.9,13.4091
589415,a8ff7d567c547efaf39d3ca8cbc579b55ff7079feecb48526efbe9493dc5e698,2019-08-10,2019-08-10 02:37:39,223,892,3474.17,3461.83,12.343
589415,4d458631b579ee7dc68dfda60d190633d4cc95b525ea868b1191d0b39a23d631,2019-08-10,2019-08-10 02:37:39,255,1020,2261.66,2249.79,11.8665
589415,92f06479451e8c1158c2417be561285b98752161c6c8360effdffbbed80f51e2,2019-08-10,2019-08-10 02:37:39,249,672,7155.61,7148.56,7.04869
589415,fbd03fc26d31a8902eac52c8ca7f047dbcf81d8e0ae98d8f7707d5f1634bfcfd,2019-08-10,2019-08-10 02:37:39,287,1148,8598.69,8586.82,11.8665
589415,af8b81b1ad6ca185b02875cd10da79a45ba537e963de4b360e9eec60a4fbf1e5,2019-08-10,2019-08-10 02:37:39,462,1848,360271,360255,16.6131
589415,673819d43e4c44ec557ce12fc57d4733d0f3f0b417199a9c7757bbd733b8be54,2019-08-10,2019-08-10 02:37:39,292,1168,73248.6,73239.1,9.49318
589415,9243e29193f167cda9cf614e8b8d7608f2c8b64b21a6df18148472d8c3bc0679,2019-08-10,2019-08-10 02:37:39,226,904,2054890,2054880,5.93324
589415,14d0663bad55ca6fc8234e92424c3601b6e0fe5149c8fa488381b35d2e1bf3a0,2019-08-10,2019-08-10 02:37:39,259,1036,2042490,2042480,9.49318
589415,00403250b07b9d9c70c34f812cfb6e8ddfd21f097a9449133e35dee9ec74676f,2019-08-10,2019-08-10 02:37:39,294,1176,22952.5,22944.2,8.30654
589415,1cc68dfd7e7e6b4ac36d8d949b9b098266041bdba2fbb0581b1a67a7b98dd4bd,2019-08-10,2019-08-10 02:37:39,191,764,11866.5,11861.4,5.07885
589415,1f3e51cad7151606264c423a0673de99097b85098947d93da16548e730a0340b,2019-08-10,2019-08-10 02:37:39,224,896,1054.43,1048.5,5.93324
589415,3008d84c8b84ac32984bc51c0f24c9868dd83a5fecc72220201a9e5e25366931,2019-08-10,2019-08-10 02:37:39,224,896,940.417,934.483,5.93324
589415,5b2c37cde945604f543ae4f7cdb5051bd96133701a73cee3cbd0b403254b581c,2019-08-10,2019-08-10 02:37:39,225,900,1363.68,1357.74,5.93324
589415,4c786d94235540d1cb36796bb95d5394c54e153b14bee90829fc6a54748ffb1e,2019-08-10,2019-08-10 02:37:39,226,904,11868.5,11862.6,5.93324
589415,0c17a809ae8315320f67dab1b6e9602024228bd9218db5ba8e4330b5472705c8,2019-08-10,2019-08-10 02:37:39,226,904,20204.2,20198.2,5.93324
589415,249c10546f461e9ce1c2260f3979f16f29bdefc735304f088491e7eb83bea7af,2019-08-10,2019-08-10 02:37:39,380,760,178116,178111,4.74659
589415,7ec2c1b45b399fd10be3b6f6c23541f667a8b360e02bec55325a3d40cd32736b,2019-08-10,2019-08-10 02:37:39,382,768,1070.5,1065.76,4.74659
589415,fa0141d368ad2fc6a8b08db34ff35e0670b60fc16948fffc841d3e0a8331dba5,2019-08-10,2019-08-10 02:37:39,257,1028,3931.64,3925.35,6.28923
589415,cbf6f54e8c149883a806cb523f59296f55d4d71aca770cd18ef73776f93b8195,2019-08-10,2019-08-10 02:37:39,257,1028,2673.4,2667.23,6.17057
589415,2e79f7570d88c0f9cb4eaf1e75d756c773416c7d8460d7057d95fa774fd7404c,2019-08-10,2019-08-10 02:37:39,1254,5016,830.759,800.706,30.053
589415,e412a524adfaaa7f07bde03c3790d50cf43a3ade0c65601c993eeae69e92944f,2019-08-10,2019-08-10 02:37:39,224,896,8058.05,8052.71,5.34276
589415,0da14c1d26ede2a1d55c9d083687467f524626cc74c2e522d274bf867b0f0057,2019-08-10,2019-08-10 02:37:39,1553,6212,461960,461923,36.976
589415,0beada9d71d69425efd91af00d3ead633934fc9add1e2c7490325cc375c6f649,2019-08-10,2019-08-10 02:37:39,371,1484,204.269,195.441,8.82866
589415,1195b6805f36ead8e1fccf9c27e2f78591700a803b847f39d0f36aa72c6b5136,2019-08-10,2019-08-10 02:37:39,250,672,47520,47516,3.98714
589415,a417070565a33fe529a0f3fad5414369db240c966b99b6a5a8c6dd83861a3fbc,2019-08-10,2019-08-10 02:37:39,248,664,85.7222,81.7825,3.93967
589415,70650cb1f5dc37107d9d0940c86331f4541557e530a20ef6bad6df71e967e38b,2019-08-10,2019-08-10 02:37:39,257,1028,6378.71,6372.78,5.93324
589415,512da8b087ed3d2814a4d4e34c3d2c6f51d971a91de2780ae667f0bea021e404,2019-08-10,2019-08-10 02:37:39,369,1476,296.869,288.389,8.47991
589415,ccca76a39a005d2364e1d3cfd2b615f08acca446526514c2ebd04e5fd11b572d,2019-08-10,2019-08-10 02:37:39,257,1028,1117.72,1111.82,5.89906
589415,f89fcf9e0024a5d86634e8a6e3de03e5b52956b401be4240146a226bd98b4a27,2019-08-10,2019-08-10 02:37:39,370,1480,149.369,140.89,8.47991
589415,a0dfd39533df79a0b0b1bda85086f1a7295026a7a6820c0a665eaf46dc7b54f0,2019-08-10,2019-08-10 02:37:39,259,1036,358019,358014,5.93324
589415,0a4651d359ce4e72b2115ab7294e3925e59d0079d5b8171fd1a635e4cb00f9a5,2019-08-10,2019-08-10 02:37:39,371,1484,303.847,295.367,8.47991
589415,817b1488caa4ba30099695235d4b8bf1503b1ee93d703bef8747070c03b8f86f,2019-08-10,2019-08-10 02:37:39,782,3128,6169.46,6151.66,17.7997
589415,ddbe1141d78675574e0c02f7a3f5c2debff0c5137aebce97253f4e50615bceb6,2019-08-10,2019-08-10 02:37:39,633,2532,5667.4,5653.16,14.2398
589415,b5e07bf4a404f7a774c4842521b5c6a615ffdb47e81d19891cc1a423876ba4fe,2019-08-10,2019-08-10 02:37:39,226,904,357421,357416,4.74659
589415,b1fdc7dee1652d547b469660b92c5aa6f14bb116de6c25f31096f034b7de6a41,2019-08-10,2019-08-10 02:37:39,404,856,138501,138497,4.4529
589415,6706abbfaefd7b15655d49f97e59d2a36bf83ced19ae8e0f24d1820844605617,2019-08-10,2019-08-10 02:37:39,249,672,24099.2,24095.9,3.30932
589415,236981a4926e96c7d13c4708c1f62c4f085ea7db08856189cc0eacef9e5cb780,2019-08-10,2019-08-10 02:37:39,250,672,16237.3,16234,3.30932
589415,d734f56269fbad772a2551980a8729045125597fd4b6fdd7b1f18e5d75dac6ff,2019-08-10,2019-08-10 02:37:39,248,664,2539.51,2536.24,3.26993
589415,04d19853ef152c99e7e296ac1e94d68412ae719d9b07e10675d19655892ef667,2019-08-10,2019-08-10 02:37:39,557,1260,62.8381,56.7894,6.0487
589415,847c55bc7323b0255465f17d828dfc9786cb3b75f50332c8d9d4de04a2fdfac0,2019-08-10,2019-08-10 02:37:39,257,1028,584.711,579.964,4.74659
589415,2059c987aadf23dd395eeaa5f0dda842c6dfb1dc3ed7491c448e0c70093549e4,2019-08-10,2019-08-10 02:37:39,257,1028,44.8983,40.1517,4.74659
589415,016edcff5746cbd3952cfea04ce697b5360f99a6b97235b2c9b27cbdd2d3f241,2019-08-10,2019-08-10 02:37:39,438,1752,3274.89,3266.86,8.02803
589415,f41c2dc43dceffb33319da5dbd3ef7939b8c56fffbb732166a3b5257604ab80b,2019-08-10,2019-08-10 02:37:39,249,672,68254.9,68251.9,2.99035
589415,df040b6721aa85f3792d17c128613f07f8ee62731412ee328e9996c8d6f27724,2019-08-10,2019-08-10 02:37:39,249,672,60482.9,60479.9,2.99035
589415,f897f29c5a7b610e06314eb3295e0706df5f4d9437931815ea7300f385e82426,2019-08-10,2019-08-10 02:37:39,247,664,68084.8,68081.8,2.95475
589415,bb63b27ec114eb2693fcff1062833094b5f5aef2abac7db0b67db94d728a9034,2019-08-10,2019-08-10 02:37:39,248,664,1209.91,1206.96,2.95475
589415,c170478eea00c3f4b5fa31ffebf78d4e264af314356db12866f85df89edbb63c,2019-08-10,2019-08-10 02:37:39,247,664,48093.4,48090.5,2.95475
589415,a71010d59365bc853c3d8243d556716c52e69187dfb72ff5e1dc949209cbf73c,2019-08-10,2019-08-10 02:37:39,248,664,82119.8,82116.8,2.95475
589415,884b5dc9938dd2f21dcc691fcdc220e52cf2fa300bfa273c7520e1263c40cc46,2019-08-10,2019-08-10 02:37:39,249,672,49233.1,49230.1,2.99035
589415,8cc073a1d8eb374a74363aafa24974cd0d0f146eba042275451bfd52b781db7d,2019-08-10,2019-08-10 02:37:39,248,664,138.579,135.625,2.95475
589415,87ea52ffe0a9e597c9b5ec9321ecf6e24c27a674584ad29cef2215b7906d858b,2019-08-10,2019-08-10 02:37:39,248,664,16063,16060.1,2.95475
589415,4c24234e84233fb51e5291c63accc6ea1f08d28cacb015e454681746f0d7cb9d,2019-08-10,2019-08-10 02:37:39,483,1932,1139.19,1130.6,8.59727
589415,d09792bd85ab7f3af1d2b9d195f6f89f456f6dca68b17b336f8902b9e3872dae,2019-08-10,2019-08-10 02:37:39,247,664,196173,196170,2.95475
589415,081ff947ed41dbb45b53e0c65505be569246035a2e116b1b9e5ce7d7cd8432b1,2019-08-10,2019-08-10 02:37:39,247,664,4328.55,4325.6,2.95475
589415,f5bf05ea5fa36581beb4be90e05031aaf50b9549b9f1573abb30a4afc6254ab2,2019-08-10,2019-08-10 02:37:39,248,664,65344.2,65341.2,2.95475
589415,49e551de6c1a44f01c6d45d68eda110728ecf96937d2ecc6c80654929e0f8bbd,2019-08-10,2019-08-10 02:37:39,247,664,54588.3,54585.4,2.95475
589415,d75ea17bb4563feb6fad6e9fe5624a4b728e173bf2ad16f1378ef9e98a054acb,2019-08-10,2019-08-10 02:37:39,255,1020,59332.4,59327.9,4.53893
589415,ba9521167ef43b6412b64280edcace92c6788eb649de07d11d929400484114d2,2019-08-10,2019-08-10 02:37:39,248,664,29975.9,29972.9,2.95475
589415,7e7e63322c5ec7918e3a0ba94c845cb4f3d7de1e498d5c4a7ef156777eec606a,2019-08-10,2019-08-10 02:37:39,194,452,22.5819,20.7242,1.8577
589415,fd09be70661977148e9317b4be0126671c9c59b22df96678670e7c8bb2aa4c23,2019-08-10,2019-08-10 02:37:39,223,892,72890.6,72887,3.55994
589415,81e08b043957caf651f8c769d3d40ddede9c702d94137a186744ced09c6470f8,2019-08-10,2019-08-10 02:37:39,372,1488,331.682,325.749,5.93324
589415,bbf0b663a5d735560aa60659eff8f0389405b1e59ad24e6069a8560c54c62db5,2019-08-10,2019-08-10 02:37:39,224,896,72795.5,72792,3.55994
589415,2e91ef212cd2818ecc87bbbd6fc10ce5be2fe6c8498e73563d0d0d3e85a5f617,2019-08-10,2019-08-10 02:37:39,249,672,17.5836,14.973,2.61063
589415,16c000c26380922a349f10a85c5fe462bcabec2bb6a5bd766cb7c08cb7aebc52,2019-08-10,2019-08-10 02:37:39,249,672,17.6863,15.0757,2.61063
589415,9a2aad0864bddc0d6ec989e906a3e37e942e6356b2ac11737a3778b707aaaa54,2019-08-10,2019-08-10 02:37:39,251,680,24.895,22.2844,2.61063
589415,567e75a8f5b22ad2dde6224ea4c33625977f9d1ef8b9a5a064b98d663d91498d,2019-08-10,2019-08-10 02:37:39,251,680,60.4174,57.8067,2.61063
589415,6588923b83772893d3a0ae32ed302e78826b02f754d4e85ceae49263c4e6f709,2019-08-10,2019-08-10 02:37:39,190,760,53.5902,50.7999,2.79028
589415,e67f512154b52c55ac693f10796e1f5ba08d256193366cf1257bcd0f49fccf02,2019-08-10,2019-08-10 02:37:39,225,576,144.383,142.452,1.93091
589415,0b943cac9d4cecfabc98587a7bcdf297f68d59ef07fddcdfd6f2fec32c5c8a13,2019-08-10,2019-08-10 02:37:39,221,884,33.928,30.9907,2.93731
589415,98b54080a91d9d6783f6aa45a32799d9a44a73e0b04c7ce1d2541e3f706b3826,2019-08-10,2019-08-10 02:37:39,250,672,9046.4,9044.2,2.20467
589415,daaec5507f9e05d25130fef602bfafc0c5f6a3244d065f43a8f69512b812d964,2019-08-10,2019-08-10 02:37:39,191,764,124.559,122.078,2.48128
589415,24e9b34ccefde387124faae18fc88ba464134d87b9ac21eb37de0043c14f4b82,2019-08-10,2019-08-10 02:37:39,192,768,142.398,139.916,2.48128
589415,83cd5f88bc5c96eae62d1056aae7330e6ea8e86594fda06033b3b76e06ee1e45,2019-08-10,2019-08-10 02:37:39,6309,22148,681365,681294,71.1989
589415,476265c6882072b8eb2d1d8dbfa201d0173c969a329986ace32027603c78e988,2019-08-10,2019-08-10 02:37:39,228,912,118665,118662,2.91583
589415,7a19ded7ec4be11cae20d77d8f87e5019a47ed86c4c49e1a982109ed7bbc8b9b,2019-08-10,2019-08-10 02:37:39,189,756,89.7106,87.2936,2.41696
589415,58d009fd6f50fcbf6d80d5e9ebb116f3f5858067cfab2724b1ba6f91c2b05a5b,2019-08-10,2019-08-10 02:37:39,373,1492,126.559,121.801,4.75763
589415,d485ddbea72862ca8a358da17aedcaaf0879a81eaab6f73670216f55c9a647ab,2019-08-10,2019-08-10 02:37:39,226,576,52.9357,51.1038,1.83183
589415,3c5fc0518fdd12ed612186cd2bd3ba04d2b0d9636c423e6e99a9a2e0e8300c42,2019-08-10,2019-08-10 02:37:39,224,896,223.191,220.342,2.8495
589415,7ea819b28a6be91238330428322768eb6ff4eb74ac297554c4e33f0399c19db4,2019-08-10,2019-08-10 02:37:39,224,896,55.7725,52.923,2.8495
589415,e4d31e0166de8b7cf352a3b84ed182a112f81b4ba4745d53aaaa3517a5c6cb21,2019-08-10,2019-08-10 02:37:39,256,1024,41309.5,41306.3,3.24513
589415,cb2216d949fae369048f2578a2fbbbc7cf6e7f4ffd7a0df5eca86393aaf3a1fa,2019-08-10,2019-08-10 02:37:39,189,756,15.4296,13.0531,2.3765
589415,09162d6b151d52fdf6b21bb224b037cdba76b7d7c3fd7d021e6788ee353bf9e9,2019-08-10,2019-08-10 02:37:39,192,768,19.7247,17.3251,2.39964
589415,3a9e1d499e312680ba717ecc5333bf6af4eb97c369c9754f1223cfd93d0353fd,2019-08-10,2019-08-10 02:37:39,247,664,2836.09,2834.04,2.05136
589415,74fc82fd37ad7605fce9768584373e0caed16ee81fbbbb0ae8014500ff347140,2019-08-10,2019-08-10 02:37:39,190,760,163.499,161.164,2.33532
589415,1ea5ddf9c3328ac37e106a6f78f4a11b7fb4af6a9a3e9f22444874eed60adcc2,2019-08-10,2019-08-10 02:37:39,191,764,88.9986,86.6609,2.3377
589415,fd78e1d0ad09440ce640fe8dfa35eb981df095ce13484a1c3d2f997c6fa9622d,2019-08-10,2019-08-10 02:37:39,189,756,334.184,331.875,2.30922
589415,e3eb7aba832a9c2abf4d5777e09bda9b27328effb7465b90690b3f3d0639f594,2019-08-10,2019-08-10 02:37:39,192,768,45.265,42.9297,2.33532
589415,2197b068599632ecbd27045203c8fa25ba90145e64eb28bad8183b5f5cb87122,2019-08-10,2019-08-10 02:37:39,484,1936,950.268,944.383,5.88459
589415,e019c4af88061004838c0ed60d3ab4c61208f55424225b1dc6090ebde48a22ae,2019-08-10,2019-08-10 02:37:39,223,568,73.3182,71.6059,1.71233
589415,1d0b5a9e576d6bf3bf0e717b3d1848367c5fb38650735cf63dde7a8878d10ba5,2019-08-10,2019-08-10 02:37:39,226,576,139.178,137.45,1.72776
589415,1ad7d02097e6aaf2ad0299bc5bbc075c0a9ba284e59a15904852499bab573fc7,2019-08-10,2019-08-10 02:37:39,323,1292,6526.56,6522.69,3.87393
589415,a758a88a659e2a38f579852afbad85d9206c122c5e3c200ecf69b083683ed20d,2019-08-10,2019-08-10 02:37:39,255,1020,72.3569,69.3007,3.05621
589415,929a356616df2952b3d31ef7cea5ade2afd494221697d59d4cbcf4108a17dc59,2019-08-10,2019-08-10 02:37:39,421,1036,200.945,197.841,3.10415
589415,476eac0d26495b62d376e415cc09411c3ec9a5f2e5307213c8776dfb7b778278,2019-08-10,2019-08-10 02:37:39,421,1036,177.997,174.893,3.10415
589415,3d369cb529794afd6818f79b4ecdd8ee555ebeeb72eaba6ad361394c8eb8b5e9,2019-08-10,2019-08-10 02:37:39,255,1020,72.3568,69.3006,3.05621
589415,336d34fd32d9ddf357fbe71d4a06580a3ea256fc50c7dc95c6229b43e8478d43,2019-08-10,2019-08-10 02:37:39,256,1024,72.3569,69.3007,3.05621
589415,8f4dbffa4c3447690f7d36bcf66880563b3249788dc08bced0b3c81ca5268c45,2019-08-10,2019-08-10 02:37:39,256,1024,72.3569,69.3007,3.05621
482630,aff365e6c9adc666d650430bf9ce32c23fed7ac8e23b208333fcc0c19cd313bc,2017-08-30,2017-08-30 11:07:27,4019,16076,38167.4,38090.9,76.5776
482630,ef982e43cc7438282f76edfdcc3ecba5ae740047383c696c203843649f8998ef,2017-08-30,2017-08-30 11:07:27,191,764,33.2107,18.8575,14.3532
482630,90b5fa5d38947f53e4028a36b121e07b161e402ed73fa4328615e218f62be34d,2017-08-30,2017-08-30 11:07:27,257,1028,558125,558111,13.4163
482630,76560244e16ad70b97eb74d9a34744e2691b01641c190e38cdba04b19492b1e6,2017-08-30,2017-08-30 11:07:27,224,896,4673.44,4664.5,8.9442
482630,bc3ce02eaeda823634ec24ad7d81d0e48180cab4120174279677ba9183145a3f,2017-08-30,2017-08-30 11:07:27,225,900,9992.1,9983.16,8.9442
482630,64aec869d681849ee52fc6076d8bdd1cc9a9beccef62c69c102b7f75266aab59,2017-08-30,2017-08-30 11:07:27,668,2672,586.862,564.394,22.4678
482630,c339792c8e1adcf94afd879e085a457e6462e807e7e41edec49dfe316117f24e,2017-08-30,2017-08-30 11:07:27,1131,3200,6850.73,6823.9,26.8326
482630,477641843ec45311124aba33562b6861fde5e6790313dec79e003a3194565d7b,2017-08-30,2017-08-30 11:07:27,373,1492,169.84,157.891,11.9495
482630,0b2eb7d509d020b641baebf41e8c27f975ac608e8f3777e3ddaed6ef7ebcbf98,2017-08-30,2017-08-30 11:07:27,225,900,448.104,441.04,7.06458
482630,d512082cd004d3fd7aea0415ba7a2818018c625687f6c7aa3acfa2545e9d601e,2017-08-30,2017-08-30 11:07:27,226,904,15841.5,15834.5,7.06426
482630,70518aaf8096b12fddb16c0bcf30d34a62a393282c7c0d62cb3b6d75292d4fae,2017-08-30,2017-08-30 11:07:27,669,2676,282.042,262.09,19.9522
482630,fe14b8424f4853ff2fdb6fd9893b56081891736f71b1a0223ee3336584fcbc28,2017-08-30,2017-08-30 11:07:27,669,2676,17953.7,17933.9,19.8561
482630,e090bad41e6b0d9bc18d0ea61a670e35eda77c614a344356635c81bf6676ac7e,2017-08-30,2017-08-30 11:07:27,372,1488,93.7167,82.8711,10.8456
482630,9aa127c5ea9af291e6387a3fa3207e873dde1cd2419ae1bfa3e172de14c87da6,2017-08-30,2017-08-30 11:07:27,521,2084,300.353,285.72,14.6327
482630,11295f127fece68aa048a1189594f0e6df0208df82513dcf2294ca4910a00069,2017-08-30,2017-08-30 11:07:27,520,2080,1248.43,1233.87,14.5612
482630,d3e3ba01ea0c8d611fcaf83e94ef740c3e42fad89f576d3491da5a015c7f2d13,2017-08-30,2017-08-30 11:07:27,251,680,1942.35,1937.6,4.75196
482630,d859ce18caf1ce0b0be9fa2b5d90973d9a1e54fe647521b928f51fddfe5541c2,2017-08-30,2017-08-30 11:07:27,251,680,923.417,918.69,4.72674
482630,74c10e65eac3f328ed37f272b14f347180c4774ff1c369e111f82600b411dcae,2017-08-30,2017-08-30 11:07:27,15583,62332,127886,127463,422.84
482630,62cac425ad8787df67e10ed71f0b302942348a41121530f8b3246d613480dc17,2017-08-30,2017-08-30 11:07:27,17106,68424,132818,132360,457.825
482630,a68bb243350dc33f1d5dcc988283f3c3d3963a46cb932979a4bb153fcbd4fe29,2017-08-30,2017-08-30 11:07:27,335,1340,3157.3,3148.36,8.9442
482630,a13007b9a3d3a4b7fd8a69bf9363a3e47d1bd5e1d6a6cd0cde4a442ce6c276fb,2017-08-30,2017-08-30 11:07:27,225,900,11.8886,5.97419,5.91444
482630,d3e270e1ce6538628e9d1b7bd2ed2633c485dc5928f311705da3007dc353a2a8,2017-08-30,2017-08-30 11:07:27,373,1492,167251,167241,9.71761
482630,8cc978da20ed7309a30fc45047092cba74b79364f12de52fe91dbeffeb8e864a,2017-08-30,2017-08-30 11:07:27,192,768,146.471,141.558,4.9135
482630,6af94ff813f05fd174355ccc781de739154e5b83563ec33b9971dc68b6cd2a26,2017-08-30,2017-08-30 11:07:27,372,1488,67.4461,58.1799,9.26619
482630,96f502b3b7c821e1791bbfce3bccdd32bec182036485ecd979bf942968553f68,2017-08-30,2017-08-30 11:07:27,7162,28648,191459,191282,176.846
