block_id,hash,time,size,version,lock_time,is_coinbase,input_count,output_count,input_total,input_total_usd,output_total,output_total_usd,fee,fee_usd,fee_per_kb,fee_per_kb_usd,cdd_total
509297,d6c5bc4695b02cbc96b91f0dcf92eefdd6cd65d1e56f790a9ec754f7b71593e2,12/20/17 10:57,963,2,509296,0,6,2,19017582,771.0032,18708462,758.4709,309120,12.5322,320997,13.0137,0
509297,422795110e5aad9c7a43e837e0e13af4ac94140d3519a2a9ce75fff405cd1f43,12/20/17 10:57,965,2,509296,0,6,2,19013530,770.8389,18704410,758.3067,309120,12.5322,320332,12.9868,0
509297,e9f0c677bc83ee4dbb1bc3158b2c631f90dacc720c9801f79db00b37c496daa4,12/20/17 10:57,966,2,509296,0,6,2,19940208,808.4079,19631088,795.8757,309120,12.5322,320000,12.9733,0
509299,a289c6b122f92629e2412455c62763bf62c89750cb7acccc9ecbfbb25b6c1d3c,12/20/17 11:05,963,2,509298,0,6,2,6349163,257.4052,6040043,244.873,309120,12.5322,320997,13.0137,0
509299,8e2c0f364747607c5f372028c1441a0f0869d3846409775ad3475deddf7a2fbb,12/20/17 11:05,963,2,509298,0,6,2,8129185,329.5702,7820065,317.0379,309120,12.5322,320997,13.0137,0
509300,eb849d86bd441d6b966d0706b3411569480f0e68d378ddea1abd73b833eaa63b,12/20/17 11:35,963,2,509299,0,6,2,19592211,794.2996,19283091,781.7673,309120,12.5322,320997,13.0137,0
509300,9c30e9edeb2577285f9962b0ff9defde25e2c00c30b6cef0160908300e3fe6d6,12/20/17 11:35,963,2,509242,0,6,2,18718404,758.874,18409284,746.3418,309120,12.5322,320997,13.0137,0
509301,bcf723f65196647d13a594628b5d3377a5d2049ee431d7258436d50b6109c08c,12/20/17 11:42,963,2,509300,0,6,2,5443218,220.6768,5134098,208.1445,309120,12.5322,320997,13.0137,0
509303,f27664ebad2ed3ada02f8fcdc0dc8b8b2d97ea51f8dfd43b6e8657d80fb583f7,12/20/17 11:55,964,2,509302,0,6,2,133735623,5421.856,133426503,5409.3237,309120,12.5322,320664,13.0002,0
509309,22be21e791379fd2e657393931cb384a3e9810850108eebafdef02ac7b58195b,12/20/17 12:20,964,2,509308,0,6,2,125849567,5102.1426,125540447,5089.6104,309120,12.5322,320664,13.0002,0
509309,49f1f4e9c4a8d4752bed2743198f5def2de22c7946e80a8c6359347887b767d3,12/20/17 12:20,964,2,509308,0,6,2,5252099,212.9285,4942979,200.3963,309120,12.5322,320664,13.0002,0
509314,f8ee72900cba87a4d8ae9db01d2484b5d45db739f409f2bd45ad3f40598b7564,12/20/17 13:28,962,2,509313,0,6,2,120614360,4889.8989,120305240,4877.3667,309120,12.5322,321331,13.0273,0
509314,374b2173455648f4e4a77f1d46bf6c9fec60a1781092a35a5c31347c400d3e17,12/20/17 13:28,963,2,509313,0,6,2,13484901,546.6995,13175781,534.1672,309120,12.5322,320997,13.0137,0
509314,7f4214de0f2ddbc2b152372b6ce7b41f004503c586133a9b14ab865cafd847bb,12/20/17 13:28,963,2,509313,0,6,2,11339785,459.733,11030665,447.2008,309120,12.5322,320997,13.0137,0
509316,7e43d64cd244dd50b538f611c17a498c7bcfc2b3b7b04bf40ccdf33fc6ad3e7a,12/20/17 13:33,962,2,509314,0,6,2,5338037,216.4126,5028917,203.8803,309120,12.5322,321331,13.0273,0
509319,555e5e7b90f8f26d8f0d8375f06355bab3e21a0099b097ea88571528953dd9f1,12/20/17 14:03,962,2,509318,0,6,2,45176590,1831.5312,44867470,1818.999,309120,12.5322,321331,13.0273,0
509320,3e075595ab67d3230806bb0369c66f3d659e9c3d8872ec4ea46f4d5e63f257b2,12/20/17 14:27,963,2,509319,0,6,2,5141136,208.4299,4832016,195.8977,309120,12.5322,320997,13.0137,0
509320,679366cb2969a85975640c50c22bf7ad845243f1973960479db07795c8822072,12/20/17 14:27,963,2,509319,0,6,2,26252198,1064.306,25943078,1051.7739,309120,12.5322,320997,13.0137,0
509321,39c09bf6c896f4474cca6f02acb52ca70b182f2fef7e9f8139b9b92ac02f2cb5,12/20/17 14:29,964,2,509320,0,6,2,5122485,207.6737,4813365,195.1415,309120,12.5322,320664,13.0002,0
509324,43d7ce3a5272eb5c821a44460d972a5683fb0e5c6f06e70e63cde0f8828883fa,12/20/17 14:50,963,2,509323,0,6,2,25056304,1015.8226,24747184,1003.2904,309120,12.5322,320997,13.0137,0
509328,a8bd212c5d4f63823fe48f91882a068386dd586f4cfcd073bd352897c4f734cc,12/20/17 15:21,964,2,509327,0,6,2,11069763,448.7859,10760643,436.2537,309120,12.5322,320664,13.0002,0.000682892
509328,85c10337e5fab663da0117b9d74ac3fd605adc0f7c749ca54fe310f2de76aace,12/20/17 15:21,964,2,509326,0,6,2,8440436,342.1888,8131316,329.6566,309120,12.5322,320664,13.0002,0.000520689
509329,5f100589fad98da6f0e75a64e8211f2bab4b95734e658001d9b0728b56c06e04,12/20/17 15:42,962,2,509328,0,6,2,128906885,5226.0913,128597765,5213.5591,309120,12.5322,321331,13.0273,0
509329,52590d4c8ac93c0eb293e38ab1dedc06c40ed8051d1cea56a712dd43439d515c,12/20/17 15:42,963,2,509328,0,6,2,27793081,1126.776,27483961,1114.2438,309120,12.5322,320997,13.0137,0
509330,b1e10be0554a1589c946da9cb1f38a97dc9715f3bc479bf7c1df9e8d647f90a9,12/20/17 15:45,964,2,509329,0,6,2,4630519,187.7286,4321399,175.1964,309120,12.5322,320664,13.0002,0
509331,7c12a77bcae7db00b45b0276a4f13bc071dc52d65a18521ea349256b28b3785a,12/20/17 15:51,962,2,509330,0,6,2,16538273,670.488,16229153,657.9558,309120,12.5322,321331,13.0273,0
509331,291f4d48e949cb7ec13f39eb889befa8cfc02e7a7c0521a3197b1ab8e24b94e6,12/20/17 15:51,963,2,509330,0,6,2,31571450,1279.957,31262330,1267.4248,309120,12.5322,320997,13.0137,0
509331,000c113fbd79dc0e308cf7b17829b9dcd0464dd34ecf78d50d85bb8bcbe3d809,12/20/17 15:51,963,2,509330,0,6,2,9044082,366.6616,8734962,354.1293,309120,12.5322,320997,13.0137,0
509331,d001855461692d5ae3c6a674bcbc61d1c7d4e7ff1206c920ae772718c51b025f,12/20/17 15:51,963,2,509330,0,6,2,16676629,676.0972,16367509,663.565,309120,12.5322,320997,13.0137,0
509335,eb490734a7aba14433f5b6bbd900d4c195839b4b9e4a4ed8be202e03a270cf6e,12/20/17 16:14,964,2,509334,0,6,2,87915929,3564.2524,87606809,3551.7202,309120,12.5322,320664,13.0002,0
509336,a4e15d4e9b49608aa0af67b32e8d34dbd4b5c9ca374cb5c0879b29915a7b04e2,12/20/17 16:19,961,2,509335,0,6,2,6229888,252.5696,5920768,240.0374,309120,12.5322,321665,13.0408,0
509341,3e5989c0e28e0c7a2beaac8bde4d0160d986eeb9a65c49bcb588b72edd48c243,12/20/17 18:28,961,2,509339,0,6,2,15415233,624.9582,15106113,612.426,309120,12.5322,321665,13.0408,0
509341,43d678948d860e1fe3a0e69591f5c887815e9b9afba55a186364b97d609fc93a,12/20/17 18:28,962,2,509340,0,6,2,5098848,206.7155,4789728,194.1832,309120,12.5322,321331,13.0273,0
509341,019c68c9b1c3dcd736aec5f2b198142311db1ff24c6abd4f6037df26ec17fa8a,12/20/17 18:28,962,2,509339,0,6,2,15584012,631.8008,15274892,619.2686,309120,12.5322,321331,13.0273,0
509341,44c53c8d48b6b412caba5ebfef6f82d62928c607a38eb5388247a9056885c13f,12/20/17 18:28,964,2,509339,0,6,2,55820496,2263.0522,55511376,2250.52,309120,12.5322,320664,13.0002,0
509341,25bd116efe483e5e902afa8d6e6bcd0013eb1625c8044e64f2d173ca0f1b1543,12/20/17 18:28,966,2,509297,0,6,2,22038157,893.4621,21729037,880.9299,309120,12.5322,320000,12.9733,0
509342,823fa8168aa6aa057064b4eaca97c27e658b9738d580dd1f0879bbf837922c51,12/20/17 18:28,964,2,509340,0,6,2,15379664,623.5162,15070544,610.9839,309120,12.5322,320664,13.0002,0
509342,8a553033dcb01780da69e6fcbedcccdc1103ad52a60a87f9d0d8df0f3756f9fb,12/20/17 18:28,965,2,509340,0,6,2,6042999,244.9928,5733879,232.4606,309120,12.5322,320332,12.9868,0
509345,c2854a5a938d9abc1d1c5bf309789c2d8a2fafa891c65d81091c98c01b8eb06a,12/20/17 19:17,961,2,509342,0,6,2,115997736,4702.7339,115688616,4690.2017,309120,12.5322,321665,13.0408,0
509345,608d3f21c52b96fe8c54a970b111fa3ea35c02bae8b0a3ca71661ba57c2dd83e,12/20/17 19:17,961,2,509344,0,6,2,8234355,333.8339,7925235,321.3017,309120,12.5322,321665,13.0408,0
509345,240cc8246d480d8cf6440d274f2488b379bf4a5f10a0a707fa2ef92d5a43a10a,12/20/17 19:17,963,2,509344,0,6,2,4845543,196.4461,4536423,183.9138,309120,12.5322,320997,13.0137,0
509345,05d1df428109bd41196a1698dce10a3a35f2f6af78097bf9c0e42ee21f71506a,12/20/17 19:17,962,2,509344,0,6,2,109807604,4451.7759,109498484,4439.2437,309120,12.5322,321331,13.0273,0
509345,b41e5c70309c65570a1c563e0c5f12d9fadd4e77d5ceda252c6aba08414dbc94,12/20/17 19:17,963,2,509344,0,6,2,16727972,678.1787,16418852,665.6465,309120,12.5322,320997,13.0137,0
509345,f5cb891a29d9f700499f1c5e0475d20d05ba3239d8ca26e97006db8413986e07,12/20/17 19:17,964,2,509344,0,6,2,16208723,657.1276,15899603,644.5953,309120,12.5322,320664,13.0002,0
509346,9ea2ff441786bc1cdebe03439d0bf9849b389af5040a619a7dacdfe632fa9b90,12/20/17 19:26,961,2,509345,0,6,2,6679820,270.8106,6370700,258.2784,309120,12.5322,321665,13.0408,0
509346,06e63d422015ceb1de59e4dc596038dd03c4d8c44a7282dcb63b1f6cb516deb3,12/20/17 19:26,966,2,509277,0,6,2,15984161,648.0234,15675041,635.4912,309120,12.5322,320000,12.9733,0
509347,0f17346a9075f7af32f02e515c7d979ae073a11af57a6ad8805f4dbafb01e3c9,12/20/17 19:35,962,2,509345,0,6,2,16137013,654.2203,15827893,641.6881,309120,12.5322,321331,13.0273,0
509348,b95f9145e520b8d85182071f78450429602a5334918f1191435505b7418a9ec1,12/20/17 19:45,964,2,509347,0,6,2,16422945,665.8124,16113825,653.2802,309120,12.5322,320664,13.0002,0
509352,f030ffb3cf2a5260ff1b38fc1139e8b932752eac224b6a1ea9706474398a92a8,12/20/17 20:22,964,2,509351,0,6,2,5003014871,202830.2188,5002705751,202817.6875,309120,12.5322,320664,13.0002,0
509353,44063d536e191470b76a7f1ad10a41ae18ad72ee6aa168724372c305e26320cf,12/20/17 20:33,961,2,509352,0,6,2,108037411,4380.0093,107728291,4367.4771,309120,12.5322,321665,13.0408,0
509353,f51d22e65a47d449dd198d15826c3d5f15cff7a015cd014b3d7d8ab2b0e9e8d0,12/20/17 20:33,964,2,509352,0,6,2,151670221,6148.9531,151361101,6136.4209,309120,12.5322,320664,13.0002,0
509243,b198f40479b34292cc098962e0d10f5953c51fe750c01afa69a83fd094a49e71,12/20/17 03:55,12876,2,506514,0,87,1,5000000000,202708,4999691012,202695.4688,308988,12.5269,23997.2,0.9729,18763.87826
509276,9f071bc9b4d1921e899429c3b8671cdd839b461b654f9b7677a8b85e9d8f4143,12/20/17 07:52,960,2,509275,0,6,2,10456223,423.912,10147743,411.4057,308480,12.5063,321333,13.0274,0
509215,1e88be2492c0732880d01d4d835bbbaa3f76945841a66d4acc292f24809dc992,12/20/17 00:21,1256,1,0,0,8,2,2515532499,101983.7109,2515225759,101971.2734,306740,12.4357,244220,9.9011,498.8010154
509225,518d38525e9bc25de35f18a9adb7eddd401d5c09415452686e91cbd2c552247d,12/20/17 01:51,1227,1,0,0,8,1,105151234,4262.999,104844494,4250.5635,306740,12.4357,249992,10.1351,164.4079429
509284,f7f9f59b0ff4b81e06a3bd32274335bb603a43e2906aa834bc5a3f30839b1075,12/20/17 09:27,1258,1,0,0,8,2,20648059345,837105.375,20647752605,837092.9375,306740,12.4357,243831,9.8853,86419.59645
509331,b6804b34be487faf8f11b51316b4491e6b6f726fca0b3a534ea87a57d512cc37,12/20/17 15:51,1258,1,0,0,8,2,181898227,7374.4448,181591487,7362.0093,306740,12.4357,243831,9.8853,27.40961866
509339,145ccbd1395e955bac4556bcd41aea39642537308ca341e1d8b4a3f75f46550f,12/20/17 18:15,1258,1,0,0,8,2,1.2595E+12,51062056,1.2595E+12,51062044,306740,12.4357,243831,9.8853,229264.0416
509536,1d088564791e1ea4137c45cc98f4e41a34918945d7fd4b47b85868baafd4278a,12/22/17 07:40,2144,2,509535,0,14,2,200605616,5762.4565,200175616,5750.1045,430000,12.3519,200560,5.7611,1.763268448
509233,6c75c0b422eda501afc7740057d2796794bd17c116406dec0d5f767fb293c42e,12/20/17 02:28,3026,2,509232,0,20,2,201000038,8148.8628,200696238,8136.5464,303800,12.3165,100397,4.0703,0
509494,ac5ebcf7faad95eec3dda697de89430e0a553de4cbdd523dc5ec442defd3d1aa,12/21/17 22:02,3144,1,0,0,21,1,3836239917,132867.4062,3835884429,132855.0938,355488,12.3123,113069,3.9161,8968.084816
509652,03eb3046ddbb284847c74238ccd6ff04e8bbbab0a0327afc19d7f51acd634d46,12/23/17 03:04,23723,2,0,0,80,2,50152587810,1731959.375,50152232640,1731947.125,355170,12.2654,14971.5,0.517,210.8480161
509222,67bc66fd8b8975bd47c03e036e418d3afd516e7936a969efe1ec7c92cc479a7d,12/20/17 01:12,20176,2,0,0,68,2,50190666241,2034809.875,50190364171,2034797.625,302070,12.2464,14971.7,0.607,0
509063,83a52645720de054b086a7c9d0c227bce2ad8921859ae8553919226eb743b844,12/19/17 01:04,4507,2,509062,0,30,2,10001000044,270203.0312,10000548244,270190.8125,451800,12.2066,100244,2.7084,11.05108677
509225,f9db52e2e3e1692fabd64ee6f24097df9277fbf19f48f0e489014a1c10187447,12/20/17 01:51,57129,1,0,0,387,1,262007896,10622.2188,261707496,10610.04,300400,12.1787,5258.27,0.2132,1288.839812
509318,015b5a63f28fec0cd64684ac0164a3ed7d2f722161f8df5eb3f0a94c20a8cd66,12/20/17 13:51,3636,1,0,0,20,1,128545000,5211.4199,128244600,5199.2412,300400,12.1787,82618.3,3.3495,194.4190586
509240,a70017bd13080f2d6acdf894f67845d48a672f2370dddab31dc84d0417a8bd88,12/20/17 03:17,520,2,0,0,3,2,5470000,221.7625,5170000,209.6001,300000,12.1625,576923,23.3894,0
509241,4dd9378be59a43eede34274366fc684ae89a1c4124ff2987dbdaeaa465ce6e2a,12/20/17 03:23,522,2,0,0,3,2,33810751,1370.7419,33510751,1358.5795,300000,12.1625,574713,23.2998,0
509243,3d8f6b1607bf97ad795b0c41b23af79b391dd0295e43647d3c9af42d4af21d52,12/20/17 03:55,520,2,0,0,3,2,7570465,306.9188,7270465,294.7563,300000,12.1625,576923,23.3894,0
509338,d1f8de3f67d1430a7c7e2f3a8179bae0098f34bf8f2c4878c7d02ff773dde177,12/20/17 17:03,520,2,0,0,3,2,3304391,133.9653,3004391,121.8028,300000,12.1625,576923,23.3894,0.254499123
509338,18dabd6e962741bdfe77c1ddb89c868695b15b49193c6bd063ed78efb8226181,12/20/17 17:03,769,2,0,0,1,18,30000000000,1216248,29999700000,1216235.75,300000,12.1625,390117,15.816,42.15972222
509338,19b5a371039dfe3961f4b650fc38c56dd35835c136832498e9099de2d88c3dfc,12/20/17 17:03,801,2,0,0,1,19,12234169900,495992.8125,12233869900,495980.6562,300000,12.1625,374532,15.1841,0
509338,9255f8e089ac147dec1ed4b6d01a5915f394599bf24a2897fcf6f68c0642a764,12/20/17 17:03,917,2,0,0,2,18,15752960023,638650.1875,15752660023,638638,300000,12.1625,327154,13.2633,25.22661515
509339,89816d397d1c07fcaa9a2757967d6eb67e44d94296a73a8c66fdf80768ac278f,12/20/17 18:15,518,2,0,0,3,2,501639990,20337.2871,501339990,20325.125,300000,12.1625,579151,23.4797,0
509339,8937549526a171e50a4ba68fbbbb2e71280843e3a9b24344cd7a0975e2acd82c,12/20/17 18:15,521,2,0,0,3,2,3840247,155.6898,3540247,143.5273,300000,12.1625,575816,23.3445,0.01471282
509341,eb91fed8117b8099ea808893c1ea40cf51388c6b24d8a1d36dd71be5cb1df37a,12/20/17 18:28,14949,2,0,0,101,1,55850955059,2264287,55850655059,2264274.75,300000,12.1625,20068.2,0.8136,0
509365,1a23fe7aa925f1e55104ca9cbc2b7ac4b622bfd81677331cb9462afb518672ad,12/20/17 22:40,374,1,509364,0,2,2,1001299370,40594.2773,1001001530,40582.2031,297840,12.0749,796364,32.2859,0
509228,484feebd009b87b02e7bd8b2667eb478ab281e8ef50819da3d0284c194a014a1,12/20/17 02:07,19865,2,0,0,67,2,30842743344,1250414.125,30842445699,1250402.125,297645,12.067,14983.4,0.6074,0
509262,b9b3d7824ba694205b847623518ac431b0c5f040e7b562b656897fbcffbcedde,12/20/17 05:44,814,1,509261,0,5,2,1001297482,40594.1992,1001000007,40582.1406,297475,12.0601,365448,14.8158,0
509070,01c731d818cd537650307226e838a41e595fbf20d102e891755546eba3890e5b,12/19/17 02:32,226,1,0,0,1,2,1795455,48.5089,1349455,36.459,446000,12.0498,1973450,53.3179,0
509139,d39432b512f7018d0b57becd984015c05ad9fa4b8d06c75d9c5ae530f47dedd0,12/19/17 14:59,226,1,0,0,1,2,3220001213,86996.7031,3219555213,86984.6562,446000,12.0498,1973450,53.3179,0
509149,a8df4c0d9999d224834a36ce7f2b0dabb544de654fd6004cd94c5e77472f9148,12/19/17 17:37,226,1,0,0,1,2,1714353125,46317.707,1713907125,46305.6562,446000,12.0498,1973450,53.3179,0
509367,624e58b300b932380f7382e9d75de5601ab4c332f3829101c210159783f5c501,12/20/17 22:53,668,1,509366,0,4,2,1001297419,40594.1992,1001000309,40582.1523,297110,12.0453,444775,18.0319,0
509665,2c257bf7eaadc57a604257b8062bc2601a441a943864079c1951cbb498320b5c,12/23/17 04:37,3475,2,509664,0,23,2,1001000213,34568.3398,1000652013,34556.3164,348200,12.0247,100201,3.4603,0
509217,8d4b272de209986c436727a4136cb7adb26ac72fca5e9cc54feb9609a38e4676,12/20/17 00:47,372,1,0,0,2,2,1080400326,43801.1562,1080104326,43789.1562,296000,12.0003,795699,32.2589,286.0998559
509392,2f9f2db5e38bfed332d8aa606b0f10e45753a029cd3ceb439ac69f4b4a3bc2f4,12/21/17 03:45,339,1,0,0,2,1,299771000,10382.5088,299426000,10370.5596,345000,11.949,1017699.94,35.2478,0.035932107
509287,02c6093cafbfc3fdb8f0ef7eb2d5b2e84c9b0fc91ba6332713059491367d9a58,12/20/17 09:41,1257,1,0,0,8,2,22056371226,894200.5625,22056077006,894188.625,294220,11.9281,234065,9.4894,168383.5687
509294,67cd170b6ea0e7818145b64668e1b8301d0b738ad4ad5b6a4876fadbc7246a25,12/20/17 10:34,1259,1,0,0,8,2,2763385345,112032.0625,2763091125,112020.1328,294220,11.9281,233693,9.4743,6524.81844
509567,815cc4c8c685be86862946210eea6787ee5e8c896837bbe50c6cfb18bca7b209,12/22/17 12:29,1664,1,0,0,11,1,109021230,3131.6675,108606445,3119.7527,414785,11.9148,249270,7.1604,170.7803273
509107,d4e4da74f029dd02d1bcf35d9a44c6e23f392ac320a6be9490266453c5f45809,12/19/17 10:32,1552,1,0,0,10,2,129162816,3489.6692,128722206,3477.7651,440610,11.9042,283898,7.6702,5.700504123
509432,2061e1f39e4a53fde3df300ce8690186982f70f3faafe95dfe4b8bb24dbd9e97,12/21/17 09:28,1406,1,0,0,9,2,1.50254E+12,52040208,1.50254E+12,52040196,342755,11.8713,243780,8.4433,9865.478895
510062,cc1b0cbc069e93b47370ad598c28abcb190ff1823c5bb75472231e453d5eee6a,12/25/17 22:20,670,2,0,0,4,2,547608726,16229.1504,547208726,16217.2959,400000,11.8546,597015,17.6934,10.43891381
509351,4dcbfa1f35d9fa1fd0f7a2ad705a0a2897550c01a231b42d2df24f6cab0fdf04,12/20/17 20:14,35447,1,509349,0,197,2,400565562,16239.5684,400273200,16227.7158,292362,11.8528,8247.86,0.3344,1697.598377
509387,5b2b5d32d9a366c160edaf5bb4d8cc2f17cec7f3c35f436a3c8ee75cf3c5df82,12/21/17 02:36,22842,2,0,0,77,2,10574611,366.2495,10232716,354.4081,341895,11.8415,14967.8,0.5184,58.95391328
509794,d3ec76a1f069911acd2cf7628a2409fe708e93945c814200fa7abf3e90573424,12/24/17 01:00,28552,2,0,0,96,5,1.03133E+12,28330536,1.03133E+12,28330524,427500,11.7433,14972.7,0.4113,24176.43082
509227,4de4e0d4919e11a797f9e23fe5250923d5c14ef02be8056ed870a9af2ca16a35,12/20/17 02:04,2552,1,0,0,17,1,2381100547,96533.625,2380811811,96521.9219,288736,11.7058,113141,4.5869,10348.6273
509426,14bd45d8fc3353af8a68d9d1fb69f47f20418ac774d08cddebe9ef49de9fa9cc,12/21/17 08:05,11280,1,0,0,76,2,2078365142,71983.7578,2078027702,71972.0703,337440,11.6872,29914.9,1.0361,6016.838724
510029,afa26bd6f7e943f4bcc1ccd414b106dd334d26517951587c4821cb43651f3149,12/25/17 16:36,3912,2,509973,0,26,2,6901000205,204520.7969,6900607605,204509.1562,392600,11.6353,100358,2.9742,0
509426,f890e7f8fa48ef2123d24f5789c80aa2fd856b5bee19a19cf624b29afc06fdf8,12/21/17 08:05,226,1,0,0,1,2,2685411,93.0087,2350911,81.4233,334500,11.5853,1480090,51.2626,0
509659,2296846d5cd95a14d99502123db88c07c92f2b7947c12d13ab8ef0b4f2a02bb2,12/23/17 03:46,7406,2,509658,0,41,1,300335291,10371.7188,300000000,10360.1396,335291,11.5789,45272.9,1.5634,31.9891573
509239,411e98955813e08fa1273c62f3b3fc93b05b1b16e6af93126ceecb05763798d7,12/20/17 02:57,5687,2,509238,0,38,2,413741486,16773.7422,413456386,16762.1836,285100,11.5584,50131.9,2.0324,0
509392,62459bccf8041ef4da090bf3849e0f5aa5c288c586da8aa44ee3144389225f40,12/21/17 03:45,22253,2,0,0,75,3,43114789373,1493272.125,43114455818,1493260.5,333555,11.5526,14989.2,0.5191,0
509354,031b18c77d80ba3de751849a39fc37a32e9d7dc141a0a1cb808e7fe94bf7ed4b,12/20/17 20:34,19023,2,0,0,64,3,41484372405,1681842.75,41484087525,1681831.25,284880,11.5495,14975.6,0.6072,0
509432,2d7107289ba05104e33eaab73618447c4bedd81048dce1ef34a2cecf63236da3,12/21/17 09:28,3321,2,509430,0,22,2,6001005299,207843.6094,6000671899,207832.0625,333400,11.5472,100391,3.477,0
509419,eaf8cb74421d7f4f160eb65ae47be97262088bea7f466ca2221057d447b3a45c,12/21/17 06:59,11139,1,0,0,75,2,2240074668,77584.5391,2239741638,77573,333030,11.5344,29897.7,1.0355,7671.181947
509427,ac886485daf3535dd04ca283ff54aae3d77bf532bc665391adae0c6d2dedd20f,12/21/17 08:11,372,1,0,0,2,2,5396734320,186914.8125,5396401320,186903.2812,333000,11.5334,895161,31.0037,68.31660262
509197,1107f11b9a813d880c7cc329d934909c051b664a357b7628122ea0b26bb4fe89,12/19/17 22:48,28436,2,0,0,96,2,3729023,100.7493,3303053,89.2406,425970,11.5087,14980,0.4047,16.59990343
509527,d6909f786b57a82ab29997a98df4ebf96858aa231809032274b77bf456f96fb8,12/22/17 05:55,3764,1,0,0,12,6,647994295,18613.8301,647594295,18602.3398,400000,11.4901,106270,3.0526,12.13420196
509583,594b0b3ab026d4d1d391517489b18a89f9df56ad1e66ee792affdf16f35c7e1d,12/22/17 15:14,2585,2,0,0,17,2,21789540425,625911.0625,21789140425,625899.625,400000,11.4901,154739,4.4449,0
509607,e4d14b2a6e9128ea432bfdc99b630731411061283a008aec1780b0101cf1fc00,12/22/17 19:24,2583,2,0,0,17,2,10764917766,309225.5,10764517766,309214,400000,11.4901,154859,4.4484,0
509515,4a7cd6bc8b0f3de470309bfd7309a0f2a7e4c3e8893b930249000dd4c76eec0c,12/22/17 02:07,1662,1,0,0,11,1,24634626886,707637.0625,24634229031,707625.625,397855,11.4285,239383,6.8763,3740.561843
509320,9cb59ddf0e7f28dbf041aaa1b27143feb9b9ab187a1a967c1b28237984d9165d,12/20/17 14:27,28046,1,509319,0,156,1,231000000,9365.1094,230718760,9353.707,281240,11.4019,10027.8,0.4066,5117.497141
509363,d61f2718f6493aec3aa98a16bee0bd0a1d75bbe7aa593f246e8a49211af399fd,12/20/17 22:32,13909,2,0,0,94,1,22359551992,906492,22359271992,906480.625,280000,11.3516,20130.8,0.8161,0
509272,ff9c05ecc9be8d9e3740ed4aebedffecb9519d30f65403df234889cc94653ea0,12/20/17 07:08,27626,1,509271,0,187,1,33015449,1338.4991,32738249,1327.261,277200,11.2381,10034,0.4068,424.0440605
510035,57994c011fc1aea1976fe728c5caed9db3c13ba1b1c40ac5c869214b2de5194b,12/25/17 18:02,1517,1,0,0,10,1,2998161310,88854.7031,2997782540,88843.4766,378770,11.2254,249684,7.3997,47.99041815
509344,64faa695a4a4ba58281236f6d4510581eb15d2f9d99dadc8fb2dc70fe91df5ae,12/20/17 18:55,11398,1,0,0,77,1,429228375,17401.6055,428951943,17390.3984,276432,11.207,24252.7,0.9833,1876.765196
509800,9bdf0d1e9218727f1d6c571d6b175b912cae325beb6050f3006ad42492ab3d93,12/24/17 03:34,4056,2,509799,0,27,2,401000642,11015.4072,400593242,11004.2158,407400,11.1912,100444,2.7592,0.111142451
509819,a09ece27796066e4c5bad6ae434ba73743b88b0ada65827c0430f4cecd1ee066,12/24/17 06:02,4058,2,509818,0,27,2,3501000108,96171.7734,3500592708,96160.5781,407400,11.1912,100394,2.7578,0
509345,04444f9ec650a7ebd343ac555a0014c8be0ed2f4a7e625fc4ebfa913cec1be37,12/20/17 19:17,1372,1,0,0,9,1,9704946212,393454.0312,9704670398,393442.8438,275814,11.1819,201031,8.1501,13851.09673
509243,e8749441d25786264ade916d3a636326eff7d280e2e0a50840fa142bbc206e90,12/20/17 03:55,2737,2,509242,0,18,2,10001001418,405456.5938,10000727218,405445.4688,274200,11.1165,100183,4.0616,0
510026,b220abcd0a748616f87bb0819ada9d6862bd578240c0e755b5efe6873bcc9445,12/25/17 16:15,374,2,510025,0,2,2,6402316,189.7416,6028316,178.6576,374000,11.084,1000000,29.6364,0
509217,496a6e2856c37a297d02cefa7e04717f9d0158decc80641c11fb86ded9e2fcee,12/20/17 00:47,929,1,0,0,6,1,1083610192,43931.2891,1083337162,43920.2227,273030,11.0691,293897,11.9151,441.5501483
509224,fbc47006b7d42d51a4dfa7e355a75b602d2098745510fe73739e7109808812b8,12/20/17 01:36,963,1,0,0,6,2,16493152786,668658.8125,16492879756,668647.75,273030,11.0691,283520,11.4944,3215.830731
509231,5ac4389fa3ab585d02c94bc1a292ce5ae8fbf02064376de6a16fec93c0638d82,12/20/17 02:17,928,1,0,0,6,1,549880609,22293.0391,549607579,22281.9707,273030,11.0691,294213,11.9279,0
509241,9c10cb7650adf935a956458705b26b29f90fde9744d7bf60c817996e09df9829,12/20/17 03:23,929,1,0,0,6,1,1594936445,64661.2734,1594663415,64650.2031,273030,11.0691,293897,11.9151,5177.806863
509288,bd6e66e3a76ad8d15dc481011ac2f31e1193b9a6b3e9fc9c0d0769b3b8a0a3d5,12/20/17 09:50,965,1,0,0,6,2,20668923432,837951.1875,20668650402,837940.125,273030,11.0691,282933,11.4706,159164.9823
509312,bb304e931a5acbc864d2d906bb9f07c48314fd50e6522d1907bed308eb488e84,12/20/17 13:12,2402,1,0,0,16,1,674681194,27352.6543,674409146,27341.625,272048,11.0293,113259,4.5917,4975.202029
509356,1dfe57b6b34a53023b03120820e4cb2d28c000b9b9a58ddd8a5c139069af6bde,12/20/17 21:00,338,1,0,0,2,1,782102691,31707.6934,781831733,31696.709,270958,10.9851,801651,32.5002,0
